Label	trainingSize	SquaredLoss_Mean	Accuracy_Mean	Accuracy_SD	Accuracy_SE	Precision_Mean	Recall_Mean	F1	Accuracy_Median	PriorClass0_Mean	PriorClass0_SD	PriorClass0_SE	ProbabilityEstimate_0given0_Mean 	ProbabilityEstimate_0given0_SD 	ProbabilityEstimate_0given0_SE 	ProbabilityEstimate_1given1_Mean	ProbabilityEstimate_1given1_SD	ProbabilityEstimate_1given1_SE
70perc_10repeat	0.2	0.7391	0.1783	0.0076	0.0005	0.1782	1.0	0.3025	0.1789	0.4142	0.0134	0.0009	0.4676	0.0016	0.0	0.6301	0.0019	0.0
80perc_10repeat	0.2	0.7907	0.1775	0.0078	0.0006	0.1775	1.0	0.3015	0.1766	0.3545	0.0158	0.0011	0.4399	0.0022	0.0	0.7023	0.0023	0.0
90perc_10repeat	0.2	0.8054	0.1786	0.0085	0.0006	0.1786	1.0	0.3031	0.1789	0.2933	0.0219	0.0016	0.4402	0.0033	0.0	0.7762	0.0027	0.0
100perc_5repeat	0.2	0.8063	0.1787	0.0132	0.0009	0.1776	0.9991	0.3016	0.1789	0.2867	0.0223	0.0016	0.5766	0.0056	0.0	0.8325	0.0035	0.0
90perc_2repeat	0.25	0.5159	0.4147	0.2094	0.0148	0.2378	0.7855	0.365	0.4	0.4368	0.0109	0.0008	0.6609	0.0031	0.0	0.7379	0.0031	0.0
90perc_5repeat	0.25	0.795	0.1775	0.0094	0.0007	0.177	0.9998	0.3008	0.1765	0.3416	0.0146	0.001	0.5312	0.0027	0.0	0.7649	0.0024	0.0
100perc_2repeat	0.25	0.6117	0.3431	0.1899	0.0134	0.2142	0.8557	0.3426	0.2549	0.3926	0.0089	0.0006	0.7086	0.0039	0.0	0.8145	0.003	0.0
90perc_10repeat	0.25	0.8045	0.1784	0.0097	0.0007	0.1784	1.0	0.3028	0.1789	0.2957	0.0191	0.0014	0.4421	0.0026	0.0	0.7771	0.0021	0.0
100perc_5repeat	0.25	0.804	0.1795	0.0094	0.0007	0.1784	0.9989	0.3028	0.179	0.2846	0.0174	0.0012	0.5837	0.0046	0.0	0.8417	0.0026	0.0
5perc_5repeat	0.25	0.1762	0.823	0.0094	0.0007	0.0	0.0	0.0	0.8235	0.7962	0.0265	0.0019	0.8336	0.0021	0.0	0.2786	0.006	0.0
5perc_2repeat	0.3	0.1765	0.8227	0.0114	0.0008	0.0	0.0	0.0	0.8215	0.8003	0.0255	0.0018	0.8364	0.0021	0.0	0.2788	0.0048	0.0
15perc_2repeat	0.3	0.1777	0.8208	0.0102	0.0007	0.0	0.0	0.0	0.8215	0.7613	0.0221	0.0016	0.7936	0.0019	0.0	0.2902	0.0037	0.0
30perc_2repeat	0.3	0.175	0.8216	0.0116	0.0008	0.0	0.0	0.0	0.8215	0.6955	0.0215	0.0015	0.7315	0.0019	0.0	0.3506	0.0033	0.0
5perc_5repeat	0.3	0.176	0.8231	0.0112	0.0008	0.0	0.0	0.0	0.8241	0.7931	0.0241	0.0017	0.8316	0.0021	0.0	0.2822	0.0055	0.0
